,artist_name,track_name,track_id,popularity,release_date_year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
445,The Statler Brothers,Do You Know You Are My Sunshine?,7tDazHxWRxunXSloWkHIgN,0.37,1978,0.632,0.345,7,-11.055,1,0.0282,0.774,0.0,0.124,0.783,102.286,133533,4
446,Julio Iglesias,Si Me Dejas No Vale - Si Mi Losci Non Vale,0eGfNm0NClissrIawgwK7z,0.5,1978,0.6,0.546,7,-13.652,0,0.0588,0.561,0.0,0.484,0.889,136.991,137533,4
447,Rupert Holmes,Answering Machine,5Qo14bQqTK9iGbf2g6JUjL,0.39,1979,0.775,0.488,0,-15.044,1,0.123,0.24,0.0,0.0368,0.961,81.158,215200,4
448,Dire Straits,News,6cSqru6PFkJkpCrG2JhrFM,0.35,1979,0.63,0.452,4,-12.581,0,0.0664,0.27,0.0711,0.117,0.274,78.342,254173,4
449,The Gap Band,I Don't Believe You Want To Get Up And Dance (Oops Up Side Your Head),520fkoz7YAPnqZNvZ21UfP,0.4,1979,0.707,0.589,4,-12.636,0,0.0885,0.27,2.75e-05,0.386,0.775,103.547,522667,4
450,The Clash,Jimmy Jazz - Remastered,06JxwPA4WAg0LWADJtaldL,0.45,1979,0.528,0.397,9,-12.024,1,0.0926,0.00562,3.64e-06,0.43,0.579,128.475,234333,4
451,Rainbow,All Night Long,2BlLttMcD1dSH4Jv2wjWLp,0.5,1979,0.571,0.945,7,-6.346,0,0.0461,0.0518,7.75e-05,0.793,0.772,128.166,230533,4
452,Johnny Cash,Cocaine Blues,1I6JYb1GfXpWfKY4VHKtaY,0.4,1979,0.609,0.662,5,-9.948,1,0.0669,0.537,2.8e-06,0.122,0.951,143.477,197947,4
453,The Beach Boys,Lady Lynda - Remastered 2000,4wObUmV0gM20Rnahfo2FJ4,0.43,1979,0.405,0.546,4,-9.159,1,0.0276,0.304,0.000121,0.167,0.483,118.185,239240,4
454,Journey,Sweet and Simple,3OAB48J73siRuhknWhjd4D,0.38,1979,0.49,0.441,9,-8.21,1,0.0301,0.176,1.04e-05,0.472,0.247,130.632,251333,4
455,The Clash,Lost in the Supermarket,1GeId1N0DtmTpIfwr9aNQR,0.4,1979,0.61,0.594,4,-10.927,1,0.0725,0.0219,0.00127,0.0592,0.798,147.512,227133,4
456,Japan,Quiet Life,7GTcfdzY73zsDINXbBzV7B,0.47,1979,0.665,0.686,4,-12.446,0,0.0344,0.0105,0.123,0.113,0.843,130.859,289080,4
457,Fleetwood Mac,Angel - 2015 Remaster,6HKx5ERVgH7NYmYo9iAlMH,0.4,1979,0.816,0.547,7,-10.115,1,0.0336,0.0937,0.00548,0.0759,0.97,117.163,294053,4
458,Albert King,I'll Play The Blues For You - Edit,6e5jcPUhUNTUeOBRHcGirg,0.46,1979,0.704,0.322,7,-16.755,0,0.0367,0.043,0.00034,0.104,0.597,95.511,236800,4
459,The Clash,Spanish Bombs,6aLCZUnreez0cBOjKNeLDH,0.4,1979,0.616,0.776,9,-7.929,1,0.0366,0.0214,0.0,0.178,0.731,149.017,198867,4
460,Madness,Night Boat to Cairo,2bspsdHJfZf4URZsTUMW8B,0.36,1979,0.314,0.974,3,-5.011,0,0.0431,0.118,0.121,0.0749,0.598,155.551,211227,4
461,Frank Zappa,Why Does It Hurt When I Pee?,21CXijjRjUaegeKhfPF7uX,0.41,1979,0.483,0.624,7,-9.404,1,0.0312,0.0648,0.0,0.319,0.499,75.276,142773,4
462,"Hank Williams, Jr.",I Fought The Law,04KISvNgovi9vxvCEzVzLU,0.36,1979,0.606,0.728,9,-11.015,1,0.071,0.16,1.41e-05,0.0825,0.932,157.019,145667,4
463,Pat Travers Band,Boom Boom (Out Go The Lights) - Live,0SHdSdMOxZqzMWZyBrjcQM,0.37,1979,0.289,0.847,6,-13.065,0,0.0599,0.00208,0.00713,0.754,0.519,172.591,305714,4
464,Camilo Sesto,Si Me Dejas Ahora,10ZWwpLU1351dTBh1YChwd,0.51,1979,0.495,0.451,6,-8.694,0,0.031,0.729,3.2e-06,0.176,0.265,144.893,264693,4
465,Supertramp,Oh Darling - 2010 Remastered,089NMLhXz421ohFN55A3yo,0.46,1979,0.597,0.834,9,-6.669,1,0.0302,0.326,0.0142,0.112,0.612,126.988,242413,4
466,The Pointer Sisters,Nothin' But a Heartache,0AkhjjsrpxfKToGjTTYB5A,0.37,1979,0.719,0.538,4,-7.198,1,0.031,0.384,0.0,0.154,0.888,107.278,199253,4
467,Motörhead,Louie Louie,5R6OAv09z0kAV7Ll8olOH4,0.47,1979,0.66,0.775,2,-6.156,1,0.0565,0.00374,0.000852,0.373,0.767,123.205,164733,4
468,Dottie West,A Lesson In Leavin',0ImxI6CSbQsrYdhv9C8eUO,0.37,1979,0.767,0.476,11,-8.881,1,0.322,0.27,0.0,0.0619,0.964,75.069,180773,4
469,Led Zeppelin,I'm Gonna Crawl - Remaster,1k0GJSTI0xaP8TIvCbyUkh,0.39,1979,0.3,0.661,0,-9.127,1,0.0391,0.0385,7.79e-05,0.122,0.163,151.841,331973,3
470,Gary Numan,Films,2Js454Hd5yflBEDTqrEHRH,0.39,1979,0.525,0.708,9,-9.672,1,0.0337,3.81e-05,0.46,0.1,0.5,97.882,249467,4
471,Chuck Mangione,Give It All You Got,3479939STf8aKddeiHtosd,0.41,1979,0.544,0.519,1,-11.718,1,0.0331,0.0448,0.673,0.137,0.753,92.31,370867,4
472,The Clash,The Guns of Brixton,1d0RJmZXAncCnTYHFlhaj4,0.42,1979,0.745,0.604,7,-9.311,1,0.0949,0.00254,0.0492,0.116,0.648,96.514,189667,4
473,Willie Nelson,Help Me Make It Through the Night,0DKdwrSDNYjIRJeZdGYimv,0.39,1979,0.604,0.268,2,-14.908,1,0.0345,0.791,0.0811,0.178,0.331,141.255,237200,4
474,The Specials,Little Bitch - 2002 Remaster,3CT60V4ueVnwtzNW0N2SrC,0.4,1979,0.618,0.908,0,-7.919,1,0.0418,0.109,0.000206,0.0441,0.938,160.828,152840,4
475,Switch,I Call Your Name,54eM1QNuCFXJmHAa0d2kXR,0.36,1979,0.568,0.545,11,-8.984,1,0.073,0.657,0.00273,0.151,0.768,79.843,440667,4
476,Galt MacDermot,Aquarius,0WviwuG403gqtW6bZevBpP,0.5,1979,0.689,0.62,8,-10.415,1,0.0644,0.0614,0.00209,0.147,0.816,81.597,288360,4
477,Lowell George,Two Trains,7o1vFjT2xjF6i4LwhXgEol,0.37,1979,0.651,0.582,2,-12.847,1,0.0409,0.364,0.00359,0.0403,0.954,90.839,276400,4
478,Robert Palmer,Can We Still Be Friends?,1Rgvh8FujfYrghalBtAQ9n,0.44,1979,0.799,0.434,4,-14.655,0,0.05,0.204,0.0,0.0559,0.815,96.476,219333,4
479,Sparks,The Number One Song In Heaven,7BTSWCnqZfPw9tk4V9dr9E,0.44,1979,0.354,0.932,3,-6.303,1,0.0954,0.00145,0.593,0.23,0.137,150.359,446760,4
480,Paulinho Da Costa,Seeing Is Believing,2GZNbWCzsNT1wYiKxy915t,0.41,1979,0.604,0.661,0,-11.416,0,0.029,0.232,0.19,0.294,0.888,108.994,239533,4
481,The Damned,"Smash It Up, Pt. 1 & 2",2nWRbmYqLhkuYrP4BZgoho,0.41,1979,0.256,0.677,7,-12.74,1,0.0616,0.0642,0.0279,0.0734,0.255,165.394,311336,4
482,The Police,Reggatta De Blanc,2EEp2vTGSRDSLHWUF80EZZ,0.43,1979,0.347,0.911,2,-7.036,1,0.0603,0.000968,0.0165,0.0775,0.425,159.41,185133,4
483,J.J. Cale,Sensitive Kind,0nfq0wKQfIwATbUDJZD0ln,0.48,1979,0.764,0.285,9,-19.9,0,0.0324,0.773,0.835,0.146,0.868,101.24,310000,4
484,Rex Smith,Simply Jessie - Mono Version,2mAcpi0XdLKSbTjAPB6Ezj,0.5,1979,0.391,0.455,7,-11.632,1,0.033,0.739,0.00943,0.0869,0.282,79.728,185387,4
485,The Bellamy Brothers,You Ain't Just Whistlin' Dixie,2uweDqaBlyK2qlAbOnsyrc,0.38,1979,0.543,0.269,9,-16.13,1,0.034,0.054,0.0,0.127,0.434,118.413,262773,4
486,CASIOPEA,スワロー,6JqDvkuehHaeyndeGmLrRt,0.39,1979,0.512,0.834,0,-7.661,1,0.0829,0.0921,0.815,0.101,0.813,153.086,266560,4
487,Bob Marley & The Wailers,Top Rankin',0uMvm0efKsaADso8NO7pk1,0.45,1979,0.874,0.371,11,-9.154,0,0.0975,0.115,3.33e-06,0.201,0.742,134.866,191253,4
488,The Cure,Grinding Halt - 2005 Remaster,6liM7f1QwsPfwS1BkpMQ1M,0.35,1979,0.705,0.743,6,-7.524,0,0.238,0.0226,0.0219,0.0707,0.657,173.401,169307,4
489,Fleetwood Mac,The Ledge - 2015 Remaster,75OuMweU9JSpa7GM0Lfe4m,0.38,1979,0.814,0.772,6,-10.95,0,0.0329,0.363,0.489,0.123,0.959,104.048,127387,4
490,Atlanta Rhythm Section,Do It Or Die,0l2ojmBcphdValknZUVtQg,0.39,1979,0.519,0.183,2,-18.512,1,0.0316,0.529,0.000454,0.104,0.646,170.145,208453,4
491,The Oak Ridge Boys,Sail Away,0QxaiQrE5sWYBasnFMb2Fc,0.37,1979,0.419,0.348,2,-18.867,1,0.0512,0.363,7.63e-05,0.194,0.783,163.332,209173,4
492,The Clash,Rudie Can't Fail,4ZwPaJ0MtjFQRxJYRWUOjJ,0.39,1979,0.642,0.706,6,-8.302,0,0.0476,0.00183,1.05e-06,0.156,0.702,96.989,209133,4
493,The Soul Children,I'll Be The Other Woman,7y1esZGKT43GYtf0mY3Qoy,0.36,1979,0.641,0.139,7,-17.628,1,0.0441,0.775,1.42e-06,0.383,0.471,130.628,212733,4
494,Edwin Birdsong,Cola Bottle Baby,7EVDIXEOFAAvzwu6xk0nUz,0.43,1979,0.883,0.701,5,-11.729,0,0.039,0.0543,0.0213,0.189,0.93,116.671,307613,4
495,Supertramp,Gone Hollywood - 2010 Remastered,43BVfHr7mkNDtNIGVp1vff,0.45,1979,0.368,0.625,8,-9.308,1,0.0375,0.372,0.00076,0.0577,0.23,82.709,320987,4
496,Peter Green,A Fool No More,2Qm98Rw4rdfvo14ZOUiZTN,0.46,1979,0.393,0.132,4,-18.825,0,0.0321,0.0776,0.108,0.0956,0.293,87.168,464667,4
497,Edison Lighthouse,Take Me in Your Arms,7DB8Ran1DRpezOnMpKlPF2,0.41,1970,0.62,0.584,2,-6.604,1,0.0283,0.16,0.0,0.212,0.891,120.249,159400,4
498,Dave Mason,"Can't Stop Worrying, Can't Stop Loving",5xab2UKCrgMhbNWjLq08gq,0.35,1970,0.481,0.33,2,-18.307,1,0.0429,0.654,0.00694,0.232,0.676,156.797,182927,3
499,Elvis Presley,The Wonder of You - Live,3tmhMsfPA0lW5tgNUXEhUO,0.43,1970,0.26,0.607,7,-11.139,1,0.067,0.396,0.0295,0.954,0.594,88.481,154707,4
500,Led Zeppelin,Since I've Been Loving You - Remaster,5B3Zj2prDQT1VrYxXCzQg3,0.41,1970,0.393,0.364,5,-10.945,0,0.0345,0.0021,0.0703,0.121,0.308,118.566,444148,3
501,Perry Como,It's Impossible,4zfbWWm3CBseNcNJIj47l1,0.42,1970,0.284,0.365,0,-10.958,0,0.0331,0.669,0.0028,0.272,0.356,140.702,197107,4
502,The Kinks,Powerman,1k5SJqEowa547mzdn43rYn,0.39,1970,0.571,0.829,2,-6.858,1,0.0319,0.36,0.44,0.118,0.765,98.412,256267,4
503,Ringo Starr,Sentimental Journey,2CCrDmgkKOoI0FuKvACRb0,0.43,1970,0.472,0.301,0,-13.493,1,0.0282,0.541,4.74e-06,0.0988,0.447,80.588,208108,4
504,Miles Davis,Pharaoh's Dance,7eEp1mm5xRfPMpilLFUKwX,0.39,1970,0.446,0.52,0,-10.279,1,0.0404,0.491,0.381,0.156,0.33,84.601,1204067,4
505,The Chambers Brothers,People Get Ready,4PBtKt7CFS6Bt4woY9fJOZ,0.36,1970,0.349,0.236,0,-18.154,1,0.0451,0.0755,3.75e-05,0.107,0.15,174.041,231133,3
506,Minoru Muraoka,Take Five,3A4qEIrWDUtAfmR8DdtLpT,0.4,1970,0.49,0.449,5,-10.348,0,0.0453,0.51,0.114,0.0658,0.688,169.469,298627,5
507,The Chambers Brothers,Funky,3p71XizyLBEPzC1npgsT4J,0.37,1970,0.592,0.462,9,-15.236,0,0.0416,0.224,0.14,0.135,0.907,100.97,170427,4
508,Marion Black,Who Knows,6pul7BJkKcVHIewzPLW2rc,0.46,1970,0.53,0.63,2,-8.041,0,0.0516,0.757,0.00381,0.103,0.766,111.183,138267,4
509,The Velvet Underground,Cool It Down - 2015 Remaster,4Hh6Q9GhhE8DeON2iUtYMT,0.39,1970,0.656,0.683,7,-8.512,1,0.0271,0.225,0.00181,0.336,0.963,129.216,185333,4
510,ZZ Top,Just Got Back from Baby's,7AX7qVqFljHOJC3FIQ8a6t,0.4,1970,0.611,0.337,0,-11.391,1,0.0597,0.544,0.23,0.377,0.734,84.545,250120,4
511,Grateful Dead,Attics of My Life - 2013 Remaster,5U0lHydo7tQh5t3dxHpQzu,0.34,1970,0.44,0.218,9,-12.991,1,0.0257,0.376,8.19e-06,0.097,0.287,90.258,314602,4
512,The Osmonds,One Bad Apple,50UoJUrslRVqG0cg6uboyn,0.37,1970,0.6,0.567,0,-7.163,1,0.0398,0.382,0.0,0.213,0.92,101.041,164973,4
513,Marvin Gaye,Yesterday - Stereo Version,0W2ot5of6I9CS3LTR41n0f,0.4,1970,0.403,0.319,0,-7.746,1,0.0286,0.752,1.21e-06,0.113,0.386,135.47,205573,4
514,Bruce Cockburn,Going To The Country,3pIxCIsY1jXvZjo6ScppbC,0.39,1970,0.484,0.332,6,-13.418,1,0.0289,0.783,0.00163,0.117,0.528,100.893,196267,4
515,Derek & The Dominos,Anyday,1mXVgbMGX8YGBm5KNcMh4i,0.37,1970,0.191,0.869,2,-6.158,1,0.0539,0.182,0.00179,0.184,0.741,168.702,395520,4
516,George Harrison,Beware Of Darkness - 1st Version Recorded At Abbey Road / Remastered 2014,4z8TANeWtmi0u4GEvtKU7t,0.39,1970,0.508,0.219,1,-12.644,0,0.0351,0.65,2.16e-05,0.156,0.0904,122.985,202067,4
517,The Friends Of Distinction,Love or Let Me Be Lonely,1JVvzXYupK5ED9KaX4VFW9,0.35,1970,0.565,0.564,9,-12.923,1,0.0274,0.371,0.0,0.197,0.775,95.465,203333,4
518,Vashti Bunyan,Swallow Song,1ijncFLdL6h2DixERmTx1x,0.34,1970,0.166,0.107,0,-18.609,1,0.0396,0.976,0.0241,0.181,0.49,179.743,136453,3
519,Ballin' Jack,Found a Child,1N5rFpQSQcoUA3qgqOZR13,0.37,1970,0.716,0.843,9,-8.105,1,0.0594,0.00686,0.0219,0.0568,0.789,119.885,168987,4
520,Dean Martin,"My Woman, My Woman, My Wife",0q90htFRfz13tk1JQ862uP,0.39,1970,0.465,0.434,10,-9.277,1,0.0291,0.773,6.17e-06,0.179,0.219,112.138,210227,3
521,The Jackson 5,Darling Dear,1vsTCdIbbVtKzj8t1uTMXH,0.39,1970,0.602,0.63,10,-8.812,1,0.0298,0.166,0.0,0.0972,0.856,96.962,156840,4
522,Joe Cocker,Space Captain - Live At The Fillmore East/1970,0a3kDhZaZDNJJO25zNryki,0.37,1970,0.42,0.713,0,-7.632,1,0.0912,0.63,4.83e-05,0.78,0.539,148.284,315200,4
523,King Crimson,Cadence and Cascade,5RF3XKTeCfwX8C0TeHuF5s,0.41,1970,0.419,0.0879,4,-29.413,1,0.043,0.772,0.315,0.107,0.269,75.351,277659,4
524,The Supremes,Up The Ladder To The Roof,2sHahlW8ib7C7GkuV39tKR,0.38,1970,0.533,0.567,10,-13.743,1,0.0539,0.549,2.61e-06,0.177,0.658,120.157,191667,4
525,The Stooges,Loose,4giZRI3pgupzawIJXLx7T9,0.38,1970,0.362,0.896,2,-6.812,1,0.0338,3e-06,0.79,0.355,0.713,136.083,213027,4
526,Ringo Starr,Dream,3a8tM9yMzwJix0FZQapyIo,0.42,1970,0.576,0.188,8,-16.94,0,0.0341,0.709,0.703,0.123,0.275,108.541,162800,4
527,The Temptations,Psychedelic Shack,5kx4xMErn45NZvEChKiqdo,0.35,1970,0.663,0.822,5,-13.119,0,0.059,0.199,8.69e-06,0.0626,0.818,108.94,230293,4
528,Freddie Hubbard,Red Clay,2JdllRPH6a8NCpt2bpxpns,0.36,1970,0.519,0.379,9,-14.368,1,0.0353,0.407,0.288,0.161,0.598,139.749,729760,4
529,George Harrison,Apple Scruffs - Remastered 2014,26sMc53X5ptxM2xgGBROzG,0.38,1970,0.443,0.303,4,-12.093,1,0.0321,0.332,5.89e-05,0.104,0.509,88.373,186893,4
530,Ten Years After,I Woke up This Morning,5Ncx9cJzT3vsL8ePk8QdZ6,0.4,1970,0.326,0.545,9,-8.82,1,0.032,0.724,0.735,0.15,0.902,173.29,330400,3
531,The Stooges,Dirt,21xrImrAULwa0VT8n4BJoA,0.39,1970,0.407,0.665,5,-8.077,1,0.0365,0.00801,0.196,0.115,0.581,141.79,420133,4
532,Elton John,Country Comfort,5p9MpS0JdzVfbdJuHwhvqI,0.36,1970,0.553,0.615,9,-10.641,1,0.0392,0.473,0.0,0.119,0.591,136.12,306867,4
533,Van Morrison,Brand New Day - 2013 Remaster,60SLSq9MlkbRunJKh0QZpa,0.37,1970,0.629,0.334,7,-13.02,1,0.0288,0.566,4.91e-05,0.0978,0.514,134.132,310680,4
534,Michael Nesmith,Joanne,24mZHxxTvEpNUAmcY1o9vw,0.38,1970,0.408,0.28,0,-12.409,1,0.0302,0.846,0.0,0.64,0.466,71.544,190560,4
535,Django Reinhardt,Honeysuckle Rose,10Hiskp06jZeXKjiYbkuj7,0.39,1970,0.551,0.507,5,-7.801,1,0.0542,0.976,0.949,0.127,0.961,188.702,166827,4
536,Taste,What's Going On,2PSo26j5LkdGu18mYM2ZdT,0.44,1970,0.357,0.536,7,-14.805,1,0.0386,0.0145,0.00528,0.149,0.656,95.387,166467,4
537,Buddy Guy,First Time I Met The Blues - Single Version,75plL57ZziEQ5tM9VKJkw2,0.39,1970,0.445,0.537,2,-14.764,1,0.0467,0.824,0.000605,0.0952,0.782,101.509,138507,1
538,Allman Brothers Band,Don't Keep Me Wonderin',6YkiMWh1YENUwhu5AbdOMo,0.34,1970,0.435,0.658,0,-9.239,1,0.0409,0.194,0.099,0.196,0.683,91.853,211600,4
539,Morgan Blanco,Negra Ron y Velas,4WhZLHyENNOqKk0HOjTZLI,0.45,1970,0.68,0.555,1,-5.919,0,0.246,0.0498,4.47e-05,0.0924,0.61,96.677,276199,4
540,Billy Preston,I've Got A Feeling - Remastered 2010,7szguSB82bbV0IwrujhRW7,0.39,1970,0.671,0.711,2,-10.687,1,0.201,0.709,0.116,0.063,0.811,94.723,173680,4
541,Van Morrison,Into the Mystic - 2013 Remaster,470muM8LJgSHIBlTRkMuyp,0.38,1970,0.586,0.414,5,-14.428,0,0.0325,0.35,0.00416,0.127,0.837,85.614,207893,4
542,Roberta Flack,Do What You Gotta Do,2tF6qsoOtu92PzCTk4OKOf,0.4,1970,0.448,0.24,5,-13.719,1,0.0301,0.71,0.0,0.132,0.451,106.57,249947,4
543,Hawkwind,Hurry on Sundown - 1996 Remaster,1Ecj44aLEpLZ6DhgFwec1T,0.43,1970,0.314,0.613,6,-12.856,1,0.0375,0.0126,0.0655,0.0695,0.3,154.419,301000,4
544,ZZ Top,Certified Blues,7mdPXhJBfxJBonEmqZvm9t,0.39,1970,0.674,0.397,4,-11.826,0,0.0281,0.417,0.0177,0.134,0.845,97.413,207707,4
545,Nick Drake,Introduction,7unUg1rIAVXyYVH5LPHc4R,0.39,1970,0.254,0.177,7,-19.158,1,0.035,0.0798,0.853,0.148,0.361,91.153,92307,3
546,Grateful Dead,Till the Morning Comes - 2001 Remaster,1e0GOPXzW5b6W7S4BSE6d8,0.34,1970,0.629,0.483,9,-11.21,1,0.0285,0.156,0.0,0.12,0.843,134.429,187360,4
547,Ramon Ayala Y Sus Bravos Del Norte,Que Me Lleve El Diablo,0jQpWlkLUf7YV8Mx3Y3zJk,0.33,1978,0.791,0.518,9,-7.031,1,0.0733,0.705,0.000213,0.244,0.705,110.872,205507,4
548,Keith Jarrett,Questar,1ChYuSIoOFDVY6fHSXF6zS,0.44,1978,0.468,0.391,2,-13.196,0,0.0269,0.658,0.0617,0.111,0.342,142.413,550493,4
549,Billy Joel,Half a Mile Away,09datZkY6pysFP4lE0bo3M,0.37,1978,0.584,0.535,7,-14.912,0,0.0538,0.14,0.0,0.102,0.905,141.685,248733,4
550,X-Ray Spex,Germfree Adolescence,6gI41jiMeH9k4E6FaQkwnx,0.42,1978,0.832,0.792,7,-6.052,1,0.0657,0.197,0.0343,0.0956,0.911,128.393,195280,4
551,Johnny Mathis,"Too Much, Too Little, Too Late (with Deniece Williams)",23jNwwtRqBSujsMT41gODf,0.37,1978,0.501,0.573,8,-9.078,1,0.0673,0.464,6.37e-06,0.0937,0.753,77.805,176480,4
552,Maze,I Need You - Remastered,2JsOn3ljx31GD6PKnVoibo,0.36,1978,0.443,0.586,11,-8.53,0,0.0826,0.44,0.00273,0.223,0.62,77.391,600293,4
553,Barbara Mandrell,(If Loving You Is Wrong) I Don't Want To Be Right,4xjApOMDk6hy4iQph5q9vC,0.36,1978,0.639,0.56,4,-8.501,0,0.0375,0.331,0.0,0.179,0.738,74.295,185090,4
554,David Gilmour,No Way,0Ukn3JxUNbxCroOKkVNH4C,0.38,1978,0.515,0.413,0,-12.375,0,0.024,0.00973,0.00335,0.0795,0.112,76.366,372320,4
555,Rose Tattoo,Nice Boys,10CL95IWr1AhnWxWvD3aDE,0.47,1978,0.351,0.929,6,-8.732,0,0.0394,3.48e-05,0.00335,0.239,0.737,198.764,170893,4
556,Steve Miller Band,Serenade,6ozuu2OkLG2bih2NDbdCkZ,0.36,1978,0.516,0.742,9,-12.542,0,0.0381,0.152,0.00204,0.156,0.88,115.829,192733,4
557,John Prine,Bruised Orange (Chain of Sorrow),6qrqlVEfMTQUBZCwqNTUI3,0.35,1978,0.37,0.276,9,-15.437,1,0.0339,0.29,3.79e-06,0.328,0.427,170.394,321067,3
558,Santana,Well All Right,18bH4uo8CFY2yVwHbjal6l,0.41,1978,0.506,0.508,2,-13.749,1,0.0276,0.0329,0.0265,0.268,0.909,108.943,249800,4
559,The Cars,I'm in Touch with Your World,0JpqFGYx1BGR4KpSFj9Lai,0.35,1978,0.841,0.426,6,-10.24,1,0.0347,0.0207,0.00144,0.0427,0.885,111.956,211013,4
560,Wings,Junior’s Farm,3aQtUiTNMhXEqsLyUUF9Ju,0.39,1978,0.524,0.824,0,-7.117,1,0.0339,0.0203,0.000253,0.111,0.525,132.103,263560,4
561,Marc Jordan,Marina Del Rey,23TcFJ0XSv7jugzpucHNW7,0.36,1978,0.908,0.371,4,-14.792,1,0.0562,0.86,0.102,0.102,0.761,111.775,191947,4
562,The Clash,Stay Free - Remastered,32rUsiLCvd1yZWr4UFUoiu,0.42,1978,0.517,0.858,7,-6.03,1,0.0672,0.115,0.000244,0.121,0.669,150.645,220587,4
563,Julio Iglesias,Begin the Beguine (Volver a Empezar),3vSGGtjD7JLA9Q6I36sGve,0.49,1978,0.55,0.524,0,-15.947,1,0.0721,0.319,0.0,0.159,0.469,118.701,284267,4
564,Prism,Spaceship Superstar,4y2PndVU0ujPjKquk8mM95,0.41,1978,0.427,0.735,11,-10.783,0,0.0594,0.181,3.04e-06,0.0841,0.0655,144.606,248600,4
565,Frank Mills,Music Box Dancer,4zvcdfyrGUGgJRsgiCJlVX,0.4,1978,0.467,0.471,1,-13.761,1,0.039,0.572,0.824,0.122,0.794,132.164,192360,4
566,Bob Marley & The Wailers,Smile Jamaica - Single Version,5ynoU0jdMWUVoTdr7Dx4Hk,0.42,1978,0.687,0.465,11,-7.472,0,0.261,0.000744,0.0,0.0621,0.671,145.09,303760,4
567,Dr. Hook,Storms Never Last,4qSfsFRRSJRaA8UhPGiq7s,0.45,1978,0.615,0.528,1,-10.592,1,0.0271,0.483,0.000347,0.18,0.662,119.344,203627,4
568,Peter Rowan,The Free Mexican Airforce,7E5RnzEU6sKPSMYmGZzk0C,0.33,1978,0.432,0.433,7,-11.176,1,0.0345,0.604,0.0,0.0116,0.713,97.257,361227,1
569,Wings,Mull Of Kintyre - Remastered 1993,5yrgufPBA1PqSIOHZHrkYa,0.48,1978,0.35,0.297,2,-13.781,1,0.0265,0.000285,0.0,0.123,0.423,90.603,282533,3
570,Umberto Tozzi,Tu,6Gbc24EJdvZgpY0b5pNxhA,0.58,1978,0.663,0.608,4,-11.759,1,0.028,0.549,5.29e-05,0.335,0.824,102.193,251413,4
571,Rose Tattoo,Rock 'N' Roll Outlaw,2Ng8rpzfNPWHxCy91598wE,0.48,1978,0.533,0.772,4,-11.588,1,0.0312,0.151,0.468,0.27,0.617,93.057,201200,4
572,Frankie Valli,Grease - End Credits / From “Grease”,23Ub4uo7HQutrp9bq9BeGg,0.43,1978,0.818,0.364,9,-12.727,1,0.0762,0.27,0.0,0.125,0.857,109.599,204360,4
573,Waylon Jennings,The Wurlitzer Prize (I Don't Want to Get over You),44L5MoIMIReAd35zotAGkP,0.35,1978,0.59,0.347,7,-13.731,1,0.0395,0.845,0.0031,0.11,0.52,118.102,130627,4
574,Albert Collins,Ice Pick,7z3wUQAFexFWpUaKZDktZr,0.4,1978,0.606,0.754,0,-5.729,1,0.0309,0.361,0.707,0.164,0.613,94.529,188840,4
575,The Babys,Head First,1stFVE7xE8t4Xz21IoT6Tb,0.34,1978,0.427,0.928,0,-5.722,1,0.063,0.0109,2.22e-05,0.0679,0.522,150.264,240333,4
576,Switch,I Wanna Be Closer,6Dlb4mEWsp7heSYiMk8nvx,0.34,1978,0.249,0.421,2,-10.386,1,0.0388,0.911,0.000136,0.153,0.272,64.173,254787,4
577,Hot Chocolate,So You Win Again,1tMi57U5Nkk6qRZSNwbzQr,0.51,1978,0.706,0.538,9,-9.188,1,0.0406,0.526,0.14,0.388,0.816,104.9,271427,4
578,AC/DC,Kicked in the Teeth,0r1gRXwNZiGljDRa2EToL8,0.41,1978,0.266,0.817,9,-4.711,1,0.0779,0.000781,0.0795,0.0759,0.311,160.779,243400,4
579,Japan,Adolescent Sex,0IlsQYGSobFtgrW3JZbKJX,0.43,1978,0.602,0.581,9,-9.5,1,0.0743,0.0149,0.0,0.358,0.962,124.819,223760,4
580,Ramones,Needles and Pins - 2018 Remaster,53rN8CcgrWP6DZcuQ4Q4og,0.48,1978,0.732,0.935,6,-2.928,1,0.031,0.0145,6.59e-05,0.105,0.961,119.218,141653,4
581,Joe Walsh,Indian Summer,44yC6xqdIvE4G60mGc81ng,0.36,1978,0.655,0.52,7,-11.292,1,0.0269,0.219,0.000354,0.109,0.488,119.527,183200,4
582,Iain Matthews,Shake It,7nfUnbXWeEg2Fpb6fkFJM6,0.36,1978,0.788,0.303,4,-19.258,1,0.0322,0.128,0.00646,0.0922,0.839,130.785,205000,4
583,Rubba,Way Star,2UcqN0bptBCtzma9TG3Q9f,0.39,1978,0.461,0.223,0,-17.783,0,0.0321,0.527,0.827,0.118,0.0375,127.417,231250,4
584,Billy Joel,Until the Night,3UzWjLQVzCG60gwJdApLqI,0.38,1978,0.557,0.37,0,-14.353,1,0.0302,0.0809,0.000373,0.0873,0.279,95.007,396160,4
585,Head East,Since You Been Gone,5vIJJklN9p1FfY8DdbF0XA,0.34,1978,0.728,0.82,7,-4.946,1,0.0438,0.298,0.0,0.153,0.792,129.705,181813,4
